callsign_ogrinal,flag_normalized,imo,mmsi,my_vessel_type,port_of_registry,service_speed,teu,trial_speed,vessel_name_original,depth_moulded,draught,length_registered,deadweight,gross_tonnage,net_tonnage,ism_manager_name,owner_name,year_of_built,eng_total_bhp,eng_total_kw
,,7503087,,Container,,15,670,,Comet,,10.5,,24300,14374,,,,1978,,
9MEP2,Malaysia,7504017,,Container,Port Kelang,13.5,285,,PROGRESS 3,,6.3,,3993,2655,,UNKNOWN,OCEAN FEEDERS,1978,,
J8B2683,,7504029,,Container,,14,338,,SILINA,,6.9,,4576,3141,,UNKNOWN,OPTIMUS SHIPPING SA,1978,,
3EAD8,Panama,7505138,,Container,Monrovia,22.75,2976,,MSC MANU,,13.15,,49217,52682,21732,UNKNOWN,MANUELA NAVIERA SA,1978,,
S6DM,Antigua and Barbuda,7508702,,Container,SINGAPORE,19.4,853,,KOTA BERLIAN,,9.42,152.35,15790,14995,6194,PACIFIC INTERNATIONAL LINES,PACIFIC INTERNATIONAL LINES,1976,,
9VWD,Singapore,7508714,,Container,,19,853,,KOTA BERANI,,9.42,152.35,15790,14995,,PACIFIC INTERNATIONAL LINES,PACIFIC INTERNATIONAL LINES,1977,,
,,7508726,,Container,,19,750,,Kota Berkat,,9.42,,15790,15011,,,,1977,,
EHLZ,Spain,7508831,,Container,Valencia,14,148,,Rolon Sur,,4.6,,3264,1764,,,,1978,,
3FZN6,Panama,7510418,,Container,,23,1921,,MSC VERONIQUE,,11.53,,30934,32341,11447,UNKNOWN,CARMIL INVESTMENTS INC.,1976,,
3FYQ6,Panama,7510420,,Container,PANAMA,21,1921,,MSC LAURENCE,,11.53,,30934,32341,11447,UNKNOWN,CHAGRES ENTERPRISES INC.,1977,,
GXUP,United Kingdom,7510901,,Container,,21.5,2984,,NEDLLOYD MUSCAT,,13.02,,47197,52055,,MAERSK SHIP MANAGEMENT BV,ARAFURA SHIPPING LTD.,1977,,
9LYF25,Sierra Leone,7511242,,Container,,16,538,,P EXPRESS,,7.52,,8943,7720,,UNKNOWN,ATTAR LTD.,1978,,
HP3338,Panama,7511618,352038000,Container,PANAMA,18,957,,TAEHUNG TB2,,9.65,,16167,20408,7743,MSC SHIP MANAGEMENT HK LTD,ULMUS INTERNATIONAL CORP.,1977,,
3FYT2,Panama,7511620,,Container,PANAMA,18.5,957,,ANDALUCIA I,,10.97,169.2,21857,20408,7743,UNKNOWN,VENTURA SHIPPING LTD.,1978,,
T2TQ2,Tuvalu,7512973,,Container,,16,329,,SHONA,,7.46,,6423,5819,,UNKNOWN,GRANDING SHIPPING,1977,,
J8B2130,China,7519983,412403030,Container,,12,358,,LUO DA 8,8.51,6.49,,6035,4653,3220,UNKNOWN,ZHOUSHAN LUODA MARINE CO LTD.,1977,,
J8B3833,Saint Vincent and the Grenadines,7521986,375619000,Container,KINGSTOWN SAINT VINCENT & GRENADINES,16.5,1201,,KING HONOR,14.8,,192.16,28800,21669,11628,NANJING KING SHIP MANAGEMENT CO LTD,KING HONOR SHIPPING CO LTD.,1978,,
,,7523233,,Container,,15,436,,Spica,,9.05,,11895,10227,,,,1976,,
,Malaysia,7523740,,Container,,15,396,,Megah Jaya,,9.05,,12795,10227,,,,1976,,
VRWE9,Hong Kong,7526493,477721000,Container,PANAMA,24.3,2535,,SKY INTEREST 1,,11.52,256.76,41652,41266,16438,TIANJIN CENTRANS SHIPPING MANAGEMENT CO. LTD,TAURUS SHIPPING CO LTD.,1976,,
,,7526728,,Container,,19.5,921,,Lucie,,11.4,,24946,20393,,,,1978,,
,,7526730,,Container,,18,921,,Marie Delmas,,11.4,,24946,20393,,,,1978,,
ZCBS2,Bermuda,7529122,,Container,,18,1733,,SIU,,11.77,,33869,26383,,UNKNOWN,HAPAG-LLOYD SHIPS LTD.,1978,,
UHVV,Russian Federation,7532765,,Container,,20.75,1256,,KHUDOZHNIK IOGANSON,,9.2,,22968,22369,,FESCO,FESCO,1976,,
P3OJ2,Cyprus,7602053,212041000,Container,,21,1050,,MSC ROSA M,,10.78,170.52,20185,20418,8267,UNKNOWN,LADYBIRD MARINE CO LTD,1978,,
3FMD3,Panama,7602065,,Container,,21,1050,,MSC DEILA,,11,171.81,17420,20391,9262,UNKNOWN,SERENITY CORP.,1979,,
WSLH,United States of America,7602338,366375000,Container,"Honolulu, HI",23,1750,,MAUI,16.4592,10.39,206.35,24683,27986,10684,MATSON NAVIGATION CO. INC.,MATSON NAVIGATION CO. INC.,1978,,
,,7602364,,Container,,13.5,336,,Al Shams,,9.25,,14854,9152,,,,1980,,
4RBE,Sri Lanka,7602429,,Container,,15.5,951,,GREEN MORAL,,9.31,150.39,16929,12406,,UNKNOWN,ADVANCED DISTRIBUTION CO-LIB,1976,,
BKNP,,7602560,,Container,,15.5,951,,UNI MODEST,,9.31,,16858,12406,,,EVERGREEN MARINE COORPERATION,1976,,
P3PM4,Cyprus,7602651,,Container,,15,854,,SINOKOR BUSAN,,9.55,,16595,17552,,,OFER SHIP HOLDING,1977,,
V2QC,Antigua and Barbuda,7605859,,Container,Reykjavik,13.5,128,,Cita,,6.06,,3806,3083,,,,1977,,
3FDN4,,7607936,,Container,,13,326,,VENUS,9.02,6.87,,7218,5011,2633,UNKNOWN,SHANDONG ECONOMITRADE,1977,,
,,7610610,,Container,,16.25,454,,Wakamba,,10.01,,20435,13381,,,,1977,,
9HEO7,Malta,7611597,215159000,Container,MALTA,21,1214,,RED SEA,,10.02,174.14,18834,15560,6715,OFER SHIPS HOLDING,CAROUSEL MARINE,1977,,
9HXL5,Malta,7611717,,Container,Valetta,14,174,,Sangeorge,,7.13,,6600,5346,,,,1977,,
P3PM5,,7612589,,Container,Limassol,16,566,,Togo Beauty,,10.4,,23740,15387,,,,1978,,
UHVL,Russian Federation,7614317,,Container,,20.25,1256,,KHUDOZHNIK ZHUKOV,,9.2,,22968,22369,,FESCO,FESCO,1976,,
H9OK,Panama,7614367,355037000,Container,PANAMA,20,873,,MSC IMMACOLATA,,9.22,,14719,17304,7224,MSC SHIP MANAGEMENT HK LTD,IMMACOLATA NAVIERA,1979,,
V7LW4,Marshall Islands,7614379,538002817,Container,,20.8,1254,,FESCO MAKSIM,,10.8,,23216,22369,,FESCO WALLEM SHIPMANAGEMENT,ILYINSKY MARITIME LTD.,1979,,
H9JP,Panama,7614381,,Container,PANAMA,19.3,873,,MSC ERMINIA,,9.2,160.79,14520,17304,7224,MSC SHIP MANAGEMENT HK LTD,ERMINIA NAVIERA,1979,,
4LUV,Georgia,7614537,213426000,Container,SIERRA LEONE,13,140,,SEA SHELL,,4.99,83.2,3038,1811,949,UNKNOWN,FREEDOM SHIPPING &AMP; TRADING SA,1978,,
WSRL,United States of America,7617890,366799000,Container,"New York, NY",22.5,2325,,HORIZON PACIFIC,16.1544,10.06,236.1,31213,29502,13982,MARINE TRANSPORT MANAGEMENT,SUNRISE OPERATIONS LLC,1979,,10668
KRGB,United States of America,7617905,366758000,Container,"New York, NY",22.5,2325,,HORIZON ENTERPRISE,16.1544,10.32,236.14,31423,29641,25085,MARINE TRANSPORT MANAGEMENT,SUNRISE OPERATIONS LLC,1980,,5334
9HYI6,Malta,7618507,248979000,Container,MALTA,17,660,,MSC MEKONG,,8.66,,13101,11314,4788,GOLDENPORT SHIPMANAGEMENT LTD,BLACK ROSE SHIPPING LTD.,1978,,
9HYU6,Malta,7618519,248985000,Container,SINGAPORE,16,930,,ACHIM,,8.66,,13101,11314,4788,GOLDENPORT SHIPMANAGEMENT LTD,OPAL MARITIME,1978,,
3FBG8,Panama,7618521,351900000,Container,PANAMA,17.3,946,,GLORYD,,8.66,146.56,13527,11252,6629,GOLDENPORT SHIPMANAGEMENT LTD,SUPERB MARITIME SA,1978,,
YGPC,Indonesia,7622118,525013005,Container,JAKARTA INDONESIA,14,511,,PERMAI 3,,7.02,,8710,7793,,PT. JAYAKUSUMA PERDANA LINES,PT. JAYAKUSUMA PERDANA LINES,1977,,
9MEB9,Malaysia,7622120,533383000,Container,MALAYSIA,14.5,376,,SALAM MURNI,,7.02,,7078,6214,2286,PACIFIC INTERNATIONAL LINES,MALAYSIA SHIPPING CORP SDN BHD,1977,,
YFUZ,Indonesia,7627285,525016054,Container,,14,310,,TANTO SEHATI,,5.55,120.04,5758,5332,,UNKNOWN,"TANTO INTIM LINE, P.T.",1977,,
9VCQ,Singapore,7627974,564729000,Container,SINGAPORE,15,423,,PRIMORYE MARU,,6.62,118.46,8002,6308,3307,MOL MARINE CO LTD,SEASPIRIT SINGAPORE PTE LTD.,1977,,
YHHH,"Tanzania, United Republic of",7628318,,Container,TANZANIA,18.7,328,,MVTMS EXPRESS,,7.65,,6583,5660,3226,UNKNOWN,TRESNAMUDA SEJATI,1977,,
V3OD6,Tuvalu,7628320,,Container,,17,328,,LILY,,7.65,107.6,6498,5671,,UNKNOWN,RPTD SOLD UNDISCLOSED INTEREST,1977,,
,Norway,7633454,,Container,,12,132,,WINDFJORD,,4.45,,2060,1678,,,,1977,,
KFDV,United States of America,7635933,303551000,Container,,20,1236,,CHANGLEMEN,,9.63,177.34,16401,17902,12871,E-SHIPS INC,FARRELL LINES INC.,1979,,
KFDZ,United States of America,7635945,366916000,Container,,20,1386,,RESOLUTE,,9.63,177.34,16205,17042,,UNKNOWN,UNITED STATES GOVT MARAD,1980,,
9VBZ,Singapore,7636676,,Container,,,,,SEA EXPRESS,,,,16114,16498,,,PACIFIC INTERNATIONAL LINES,1978,,
C6MD8,Bahamas,7636688,,Container,,19,1140,,ARGENTINA STAR,,9.37,,23756,22635,,,,1979,,
S6JV,Singapore,7636949,,Container,,17,609,,SEA BRIGHT,,8.17,,10106,9896,,,,1978,,
D4CM,Cape Verde,7637395,,Container,Sao Vicente,12.9,54,,Dilza,,3.55,,1320,499,,,,1978,,
BIEC,China,7639513,,Container,QINGDAO CHINA,13,347,,NMM,,6.6,,7510,4928,2425,UNKNOWN,RPTD SOLD CHINA,1977,,
YHCE,Indonesia,7640005,525016078,Container,JAKARTA,15,446,,KM.TANTO SAHABAT,,7.02,132.1,8706,7063,2856,UNKNOWN,"TANTO INTIM LINE, P.T.",1977,,
YGXD,Indonesia,7641463,525015207,Container,JAKARTA,14.5,120,,MV.SINAR SONA,,5.5,,2928,2151,,SALAM PACIFIC INDONESIA LINES,LAUT BARU PELAYARAN PT,1977,,
J8QK9,Saint Vincent and the Grenadines,7701213,376381000,Container,KINGSTOWN SAINT VINCENT & GRENADINES,13,333,,MING ZHOU 12,,6.87,,7203,5012,2633,UNKNOWN,MINGZHOU SHIPPING CO LTD.,1977,,
BLBC,China,7701237,,Container,,14.8,324,,XING NING 88,,6.52,,6372,4388,2337,UNKNOWN,PEACE OCEAN SHIPPING SA,1977,,
ERCA,"Moldova, Republic of",7702542,,Container,,14.5,300,,SARAH HANEM,,5.69,,4352,3992,,UNKNOWN,PERFETTO MARITIME LTD.,1978,,
XUKY8,Cambodia,7703601,515266000,Container,PHNOM PENH CAMBODIA,14.6,70,,CARIBICA,,5.51,73.7,2928,2233,1083,UNKNOWN,ASIAN PACIFIC SUPPLIERS CO LTD.,1977,,1691
ELZI7,Liberia,7705398,,Container,VALLETTA MALTA,18.5,1181,,MSC FADO,,9.19,165.95,19621,16471,6895,CIEL SHIPMANAGEMENT SA,LEGE SHIPPING CO.,1978,,
VRBT2,Hong Kong,7705403,477106600,Container,HONG KONG (CHINA),13,956,,LIGURIA,,9.17,,15435,14050,5425,SHANGHAI COSTAMARE SHIP MGMT,WARRICK SHIPPING CO.,1978,,
ELZJ2,Liberia,7705415,636011459,Container,LIBERIA,18.5,1181,,MSC VENICE,,9.17,,19621,16471,6895,CIEL SHIPMANAGEMENT SA,IDEA SHIPPING CO.,1978,,
VRBT3,Hong Kong,7705427,477106700,Container,HONG KONG (CHINA),18,956,,CITY OF GLASGOW,,9.19,,15270,14050,5425,SHANGHAI COSTAMARE SHIP MGMT,MABEL SHIPPING CO.,1978,,
PKSD,Indonesia,7705843,525015233,Container,SURABAYA,15,382,,MANDIRIMAKMUR,,7.42,,7747,6142,,SALAM PACIFIC INDONESIA LINES,SALAM PACIFIC INDONESIA LINES,1977,,
9MBT5,Malaysia,7705855,533343000,Container,U.K.,15,372,,SALAM PANJANG,,7.42,,7727,6145,2848,PACIFIC INTERNATIONAL LINES,MALAYSIA SHIPPING CORP SDN BHD,1978,,
9VXI,Singapore,7706419,,Container,,16.29,456,,KOTA MUTIARA,,8.57,,11067,8533,,PACIFIC INTERNATIONAL LINES,PACIFIC INTERNATIONAL LINES,1978,,
9VXK,Singapore,7706421,,Container,,16.35,456,,KOTA MULIA,,8.57,,11067,8533,,PACIFIC INTERNATIONAL LINES,PACIFIC INTERNATIONAL LINES,1978,,
3FZU7,Panama,7706938,351858000,Container,PANAMA,21,1725,,MSC KATRINA,,10.53,,26052,30249,12376,UNKNOWN,ANTARIO CORP.,1979,,
SXQA,Greece,7706940,239427000,Container,GREECE,21,1767,,MSC YOKOHAMA,,10.52,,26052,30249,12376,COSTAMARE SHIPPING CO SA,DOME SHIPPING CO,1979,,
D6ES2,Comoros,7707138,,Container,MORONI COMOROS,14,386,,MOON LIGHT,,6.4,,6648,3849,2137,UNKNOWN,ATLAS MARINE SHIPPING LLC,1979,,
3FEJ9,Panama,7707358,357265000,Container,Panama,14,429,,LINDA,,6.49,,7398,5235,,UNKNOWN,LINDA OCEAN LINE,1978,,
,,7707956,,Container,,13.5,347,,Nirint Progress,,9.43,,12350,9878,,,,1978,,
P3VD7,Cyprus,7708742,212530000,Container,CYPRUS,17,1214,,MSC QATAR,,10.32,174.04,20195,14953,9326,VARSHIP SHIPPING CO. LTD,KWANGYANG MARITIME,1978,,
H3PK,Panama,7708754,,Container,,20,1214,,MSC LUCIA,,10.32,186.74,20239,14953,7438,MSC SHIP MANAGEMENT HK LTD,LUCIA NAVIERA,1978,,
3EMH7,Panama,7708950,371173000,Container,PANAMA,20.5,2544,,MSC AURELIE,,11.52,236.7,40379,37238,15107,MSC SHIP MANAGEMENT HK LTD,BALLAST SERVICES CORP.,1979,,
HP7981,Panama,7709382,,Container,,13.75,132,,OLA,,4.61,,2160,1843,,UNKNOWN,LATINOAMERICANA,1978,,
4QZR,Comoros,7709904,,Container,,22,1203,,MEGA,,10.37,,21422,18012,,UNKNOWN,MEGA &AMP; FORBES GROUP,1980,,
,,7710800,,Container,,16,372,,Tamapatcharee,,9.93,,18501,12778,,,,1979,,
C6PC9,Bahamas,7711555,309957000,Container,BAHAMAS,20,1704,,MSC EAGLE,,11.01,204,23047,28078,13207,DANAOS SHIPPING CO LTD,PENINSULA MARITIME,1978,,
H9SR,Panama,7711567,353421000,Container,(PANAMA),22,1650,,MSC ALPANA,,11,194.9,28153,28060,13193,MSC SHIP MANAGEMENT HK LTD,FERTROY CORP.,1978,,
4LUW,Georgia,7711658,213427000,Container,GEORGIA,13,148,,SUN RAYS,,4.92,83.2,2869,1811,949,PANASIA DENIZCILIK LTD STI,ELEGAND MARITIME INC.,1978,,
D6EQ4,Comoros,7711684,616703000,Container,COMOROS,17,356,,ZULKA-1,,7.04,117.48,5232,4621,2662,UNKNOWN,WONDER CITY MARINE LTD.,1983,,
,,7711696,,Container,,18.4,353,,Delfin Del Mediterraneo,,7.05,,6332,2867,,,,1979,,
3EQI6,Panama,7712365,354578000,Container,PANAMA,17,958,,ACHIEVER,,8,150.3,14198,10871,6493,HANOI MARITIME HOLDING CO,HANOI MARITIME HOLDING CO.,1980,,
JVPT3,Mongolia,7712561,,Container,,21,1050,,MEN,,11,171.81,17420,20391,,UNKNOWN,ECKHARDT MARINE GMBH,1979,,
ZDFE5,Gibraltar,7714325,236164000,Container,GIBRALTAR,19,1346,,MSC LEADER,,9.74,190.2,20832,17618,8968,UNKNOWN,ENTRY SHIPPING,1978,,
ZDFE6,Gibraltar,7714337,236092000,Container,GIBRALTAR,19,1346,,MSC PIONEER,,9.74,190.2,20832,17618,8968,UNKNOWN,PORTER SHIPPING SA,1978,,
SVUS,Sweden,7714349,,Container,MARSHALL ISLANDS,19,1346,,TELEMAR,,9.74,190.2,20832,17618,8968,TARGET MARINE S.A.,SONET MARITIME,1978,17406,12980
ZDFE7,Gibraltar,7714351,236098000,Container,GIBRALTAR,19,1346,,MSC KOPER,,9.74,190.2,20832,17618,8968,UNKNOWN,EDEN SHIPPING CO.,1978,,
GZ3,"Tanzania, United Republic of",7715381,,Container,,15,300,,MANAWI,,5.68,,4352,3982,,,,1979,,
YDPA,Indonesia,7715393,,Container,,12,300,,SYSTEMINDO PERDANA,,5.95,,4500,3981,,UNKNOWN,SYSTEMINDO CONTAINER PERDAMA,1981,,
T2QW2,Tuvalu,7715458,,Container,,13,288,,QUAN,,5.54,,4277,4036,,UNKNOWN,ONTO STAR SHIPPING,1979,,
9WFB9,Malaysia,7716282,533518000,Container,KUCHING,14,352,,DANUM 152,8.2,5.65,112.62,5944,5452,2387,UNKNOWN,SHIN YANG SHIPPING SENDIRIAN BERHAD,1977,,4523
VREE8,Hong Kong,7718034,477107600,Container,HONG KONG (CHINA),19,1466,,MSC SICILY,,10.62,,24355,20676,8871,UNKNOWN,NIGEL SHIPPING CO.,1978,,
VREE9,Hong Kong,7718046,477107700,Container,HONG KONG CHINA,19.5,1468,,MSC TUSCANY,,10.62,,24383,20676,8871,SHANGHAI COSTAMARE SHIP MGMT,RAY SHIPPING CO.,1978,,
ZCAW7,Bermuda,7718620,310050000,Container,PANAMA,18,1061,,TRIUMPH,,10.13,,18606,16680,7442,UNKNOWN,HAPAG-LLOYD AG FINANZ,1978,,
V4GL2,Saint Kitts and Nevis,7718632,341943000,Container,SANTA CRUZ TENERIFE,16,1061,,SCORPIUS,13.49,10.13,177,18643,16386,7647,BOLUDA LINES SA,ELISA MARITIMA SL,1979,17400,12806
ZCBN4,Bermuda,7718644,,Container,Hamilton,20,1061,,CANMAR VALOUR,,10.14,,18668,15145,,,SPLIT SHIP MANAGMENT,1979,,
ZCAX3,Bermuda,7718656,310055000,Container,PANAMA,18.7,1061,,VICTORY,,10.13,,18381,16289,7874,UNKNOWN,HAPAG-LLOYD AG FINANZ,1979,,
YHYZ,Indonesia,7718905,,Container,,14,430,,PALUNG MAS,,7.02,,8509,7303,,UNKNOWN,TEMPURAN EMAS,1978,,
9WDI6,Malaysia,7718917,533238000,Container,KUCHING,14,477,,HUB TRADER,10.5,7.02,114.32,8450,7218,2620,HUB SHIPPING SDH BHD,HUB FLEET SDN BHD,1978,,
YHBV,Indonesia,7720611,525017035,Container,JAKARTA,15.79,270,,MV.SUNNY ROSE,,6.58,,5470,3677,,SALAM PACIFIC INDONESIA LINES,SALAM PACIFIC INDONESIA LINES,1978,,
P3VF7,Cyprus,7720661,212532000,Container,CYPRUS,18.9,1150,,MSC SEOUL,,8.33,193.4,18753,17933,10693,VARSHIP SHIPPING CO. LTD,SEOUL MARITIME,1979,,
JYA36,Jordan,7720879,,Container,,17,1010,,TRANS,,9.61,154.34,18002,13501,,UNKNOWN,VICTORIA LTD.,1978,,
HMZE,"Korea, Democratic People's Republic of",7720881,445366000,Container,NAMPO NORTH KOREA,17,1018,,SIN CHON,,9.6,154.3,18002,13418,8269,OCEAN MARITIME MANAGEMENT,SINCHON SHIPPING CO LTD.,1979,,
,,7721639,,Container,Limassol,15,283,,Panda,,9.45,,15094,10672,,,,1976,,
9HUE3,Malta,7722255,249240000,Container,MALTA,17.5,2108,,MSC HIMALAYA,,10.62,,33621,27297,12106,GOLDENPORT SHIPMANAGEMENT LTD,BOREALIS SHIPPING,1978,,
J8B4187,Saint Vincent and the Grenadines,7722619,377675000,Container,PANAMA,14,190,,KORMORAN,,4.32,,2625,3420,1026,SEATRANS SHIPPING SARL,ADRIATIC SHIPPING CO LTD.,1978,,
,,7724148,,Container,,26,2770,,Bunga Permai,,13.03,,48450,43470,,,,1979,,
HOML,Panama,7724942,355429000,Container,PANAMA,15.5,956,,EAGLE PRIDE,,9.75,,18821,13995,,UNKNOWN,GOLDEN PRIDE ENT CORP.,1978,,
EBXT,Spain,7725233,224910000,Container,SPAIN,22,1036,,VERONICA B,,10.62,187.37,22536,22525,8341,UNKNOWN,VERONICA MARITIMA SL,1978,,
,,7725283,,Container,,18.5,352,,Ranger,,7.45,,6945,6462,,,,1978,,
ELZJ3,Liberia,7727516,636011460,Container,LIBERIA,18,956,,BRITAIN STAR,,9.17,,15270,14050,5425,UNKNOWN,NKD MARITIME BVI LTD.,1978,,
ELZI9,Liberia,7727528,636011458,Container,LIBERIA,18,1181,,MSC ROMANIA II,,9.17,,19621,16471,6895,CIEL SHIPMANAGEMENT SA,BROOKES SHIPPING CO,1979,,
3FAD4,Panama,7728106,,Container,,21,1214,,UNI-VITAL,,10.32,,20152,16584,,,EVERGREEN MARINE COORPERATION,1978,,
3FAF4,Panama,7728118,,Container,,21,1214,,UNI-VIGOR,,10.32,,20025,16584,,,EVERGREEN MARINE COORPERATION,1978,,
WFLG,United States of America,7729459,366629000,Container,"Philadelphia, PA",22.5,2437,,HORIZON SPIRIT,18.288,12.44,243.03,46154,34077,13355,MARINE TRANSPORT MANAGEMENT,SUNRISE SPIRIT LLC,1980,,11936
WFLH,United States of America,7729461,366791000,Container,"Philadelphia, PA",22.3,2437,,HORIZON RELIANCE,18.288,12.44,243.03,45895,34077,13355,MARINE TRANSPORT MANAGEMENT,SUNRISE OPERATIONS LLC,1980,,11936
P3RF8,Cyprus,7800150,,Container,,19.1,1211,,COLUMBUS VICTORIA,,10,174.98,23165,24081,,KOTANI SHIPMANAGEMENT LTD,LABANO MARINE,1979,,
P3RD8,Cyprus,7800162,,Container,,19.1,1211,,CAP BRETT,,10,173.22,23628,24080,,KOTANI SHIPMANAGEMENT LTD,COBASIA SHIPPING,1979,,
9HSQ7,Malta,7800174,,Container,,19.2,1182,,CAP YORK,,10,176.16,24010,24270,,KOTANI SHIPMANAGEMENT LTD,OCEAN PLANET,1979,,
HZLL,Saudi Arabia,7802249,,Container,SAUDI ARABIA,17.75,1242,,ADDIRIYAH,,10.01,,20275,20526,7849,UNITED ARAB SHIPPING CO,UNITED ARAB SHIPPING CO.,1979,,
A6MH,United Arab Emirates,7802251,,Container,UNITED ARAB EMIRATES,17.75,1242,,M.V. JEBEL ALI,,10.02,,20352,20526,7849,UNITED ARAB SHIPPING CO,UNITED ARAB SHIPPING CO.,1979,,
,Qatar,7802263,,Container,,,1242,,Bar'zan,,,,24303,20526,,,UNITED ARAB SHIPPING CO.,,,
9KJP,Kuwait,7802275,,Container,,17,1242,,AL-WATTYAH,,10.01,,20231,20526,,UNITED ARAB SHIPPING CO,UNITED ARAB SHIPPING CO.,1979,,
WSRH,United States of America,7802718,366364000,Container,"San Francisco, CA",23,1750,,KAUAI,16.4592,10.36,206.35,26350,25640,10684,MATSON NAVIGATION CO. INC.,MATSON NAVIGATION CO. INC.,1980,,
9WDU7,Malaysia,7803164,533625000,Container,KUCHING,13,335,,DANUM 156,,6.6,106.43,7356,5077,2857,UNKNOWN,SHIN YANG SHIPPING SENDIRIAN BERHAD,1979,,3920
9HVE5,Malta,7805734,,Container,,14.5,445,,TUAS EXPRESS,,6.33,118.27,7624,6258,,GOLDENPORT SHIPMANAGEMENT LTD,DANCING WAVES,1978,,
9MES8,Marshall Islands,7805837,533726000,Container,PORT KELANG,16,701,,SAIPAN VOYAGER,10.62,7.67,155.01,14646,10774,6134,HUB SHIPPING SDH BHD,HUB SHIPPING SDH BHD,1979,,
HOEF,Panama,7806647,,Container,,15.5,956,,UNI,,9.75,150,18813,13995,,EVERGREEN MARINE CORP,GAINING ENTERPRISE,1979,,
ELJP4,Liberia,7807263,636008587,Container,LIBERIA,22.4,1782,,MVPROVIDER,,10.5,230.56,31227,30575,12160,UNKNOWN,ECKHARDT MARINE GMBH,1978,,
YHJC,Indonesia,7809376,525014010,Container,JAKARTA,13,210,,SUMATERA FORTUNE,8,5.5,96.4,4028,4129,1902,BUMI SHIPMANAGEMENT,INDONESIAN FORTUNE LLOYD,1979,2798,2087
2AGA5,United Kingdom,7809869,,Container,,24,1645,,CMA CGM POTOMAC,,11,,28955,31154,,CMA CGM SA THE FRENCH LINE,CMA CGM SA THE FRENCH LINE,1980,,
3ERM,Panama,7809871,,Container,,24,1645,,UPSTREAM,,11,,28955,31154,,UNKNOWN,SIU NAVEGATION SA,1980,,
3FSS9,Panama,7810533,,Container,,17,934,,MSC EMIRATES,,8.65,145,13562,11312,4788,GOLDENPORT SHIPMANAGEMENT LTD,WILD ORCHID SHIPPING,1979,,
HPVO,Panama,7810545,356081000,Container,PANAMA,14,426,,XPRESS SINGAPORE,,6.92,,8050,7179,2550,UNKNOWN,FUJIAN OCEAN SHIPPING CO LTD.,1979,6000,4416
ELZQ6,Liberia,7810870,636011501,Container,LIBERIA,23.9,2054,,YM SUN,,11.52,196,31265,29873,10586,YANG MING MARINE TRANSPORT,ALL OCEANS TRANSPORTATION INC.,1980,,
ELZG6,Liberia,7810882,63601142,Container,LIBERIA,23.9,2054,,YM MOON,,11.52,196,31246,29873,10586,YANG MING MARINE TRANSPORT,ALL OCEANS TRANSPORTATION INC.,1980,,
ELZG7,Liberia,7810894,636011443,Container,LIBERIA,21.4,2054,,YM STAR,,11.51,196,31251,29873,10586,YANG MING MARINE TRANSPORT,ALL OCEANS TRANSPORTATION INC.,1980,,
ELZG8,Liberia,7810909,636011444,Container,SAINT KITTS & NEVIS,23.9,2054,,YM GALAXY,,11.51,196,31265,29873,10586,YANG MING MARINE TRANSPORT,ALL OCEANS TRANSPORTATION INC.,1980,,
ELZG9,Liberia,7810911,636011445,Container,LIBERIA,21.4,2054,,YM GLORY,,11.51,196,31208,29873,10586,YANG MING MARINE TRANSPORT,ALL OCEANS TRANSPORTATION INC.,1980,,
BLHY,"Taiwan, Province of China",7810923,416217000,Container,SAINT KITTS & NEVIS,23.9,2054,,YM OCEAN,,15.52,196,31209,29872,10586,UNKNOWN,YANG MING MARINE TRANSPORT,1980,,
P3VB7,Cyprus,7811367,212528000,Container,CYPRUS,18.6,1150,,MSC CALCUTTA,,8.33,193.4,18700,17933,6062,VARSHIP SHIPPING CO. LTD,BUSAN MARITIME CO LTD,1979,,
P3VE7,Cyprus,7811379,212531000,Container,,18.6,1150,,MSC MANILA,,8.33,192.21,18716,17933,10678,VARSHIP SHIPPING CO. LTD,POHANG MARITIME,1979,,
A8KB4,Liberia,7811484,,Container,LIBERIA,22,1548,,MSC TOGO,,10.21,,23678,30175,9052,CIEL SHIPMANAGEMENT SA,RONDA SHIPPING CO.,1980,,
YCLB,Indonesia,7812438,525015154,Container,SEMARANG,15,545,16.9,BHATRA BHUM,10.5,7.98,118.18,10782,7999,4665,UNKNOWN,BINTIKA BANGUNUSA,1979,,
YGWC,Indonesia,7813157,525019080,Container,JAKARTA,14.7,500,,ACX SWAN,,7.72,,9531,7970,,SALAM PACIFIC INDONESIA LINES,NYK LINE INDONESIA,1978,,
3FIK9,Panama,7813418,,Container,Panama,16,178,,Falcon I,,7.38,,7309,5955,,,,1978,,
H8QE,Panama,7814826,353213000,Container,,22,2308,,MSC JEANNE,19,13,216,38492,33113,13412,MSC SHIP MANAGEMENT HK LTD,JEANNE NAVIERA,1979,,
H9VU,Panama,7814838,357649000,Container,PANAMA,23,2312,,MSC CHITRA,,13.02,216,38485,33113,13412,MSC SHIP MANAGEMENT HK LTD,CITRA NAVIERA,1980,40200,29989
,,7815686,,Container,,15.5,294,,Qeshet,,5.28,,4634,6477,,,,1979,,
ZCAX9,Bermuda,7816824,310072000,Container,PANAMA,18.5,1074,,GLORY,,10.09,177,18964,16145,7351,UNKNOWN,HAPAG-LLOYD AG FINANZ,1979,,
